Label,I1,I2,I3,I4,I5,I6,I7,I8,I9,I10,I11,I12,I13,C1,C2,C3,C4,C5,C6,C7,C8
0,6,15.0,15,19,3,6,1,20,1.0,18,0.97712231912707,0.9761330285791304,0.9825440985696394,3713,7258015885215914736,1144,38,22709,0,2002,3841
0,7,13.0,13,18,5,2,1,16,0.9991539572240772,14,0.968281865284974,0.9635602528235416,0.9639987568631514,6026,5755694407684602296,1083,99,64966,0,2005,1568
0,7,12.0,14,19,3,8,1,21,0.9970450471600651,19,0.9798958795927212,0.9795589848411071,0.9757673293813,3176,509660095530134768,1594,50,116048,0,2005,2802
0,8,12.0,16,19,3,3,4,19,1.0,17,0.9721998565622759,0.9731981831221612,0.9805689696390152,9347,8277336076276184272,1836,78,132549,0,2005,1031
0,7,11.0,11,18,5,6,1,16,1.0,15,0.9740846780312612,0.9764884414993172,0.9820405685669482,5632,8277336076276184272,210,14,20647,0,2002,1192
0,7,12.0,13,18,6,3,4,15,0.9948681856837044,13,0.9567957201182598,0.9560461841734722,0.9533042376460652,8461,5755694407684602296,1458,99,78943,1,2005,2440
0,8,13.0,13,19,4,5,1,19,1.0,17,0.9735621734143336,0.9743047708058964,0.9818700879391647,4259,8277336076276184272,1836,78,24975,0,2005,1895
0,7,13.0,13,19,3,5,3,16,0.9949411741902972,15,0.9752977085326408,0.97432944606414,0.9724039907065738,5587,509660095530134768,295,101,150284,1,2005,1132
0,6,15.0,14,19,4,6,3,16,1.0,14,0.9622053735737944,0.9603592197276408,0.97605005520795,5590,7258015885215914736,20,48,167454,0,2005,1008
0,7,12.0,13,19,3,5,1,15,1.0,13,0.9640202951314922,0.9621054262364924,0.9852511716178008,7752,8277336076276184272,529,60,55320,0,2002,1043
0,7,10.0,10,17,3,0,1,15,0.9852700490998364,14,0.974985014985015,0.9742657342657344,0.9688311688311688,1958,8277336076276184272,1755,14,115526,1,2005,1470
0,6,11.0,12,17,3,7,1,16,0.9830586785769291,15,0.958189312211032,0.9560774193548388,0.9549458897728088,2534,8277336076276184272,1755,50,127254,1,2005,1697
0,6,16.0,17,19,5,2,6,16,0.9904050668809378,14,0.9739677485923176,0.9725518867924527,0.9679396244214499,8674,7258015885215914736,501,78,121859,0,2002,3099
0,8,12.0,14,18,3,0,1,16,0.99754811998062,14,0.9752954292084726,0.974252636995112,0.9710113612004287,5018,8277336076276184272,1755,101,158495,0,2005,1991
0,8,13.0,16,18,6,1,11,18,1.0,16,0.9830894308943091,0.9824481850452308,0.9902164204740641,1034,8277336076276184272,1609,99,127940,0,2005,924
0,5,14.0,12,18,7,1,15,16,0.9870767671404784,14,0.957375745526839,0.9583550751646168,0.9513026201415622,6321,7258015885215914736,1566,78,150164,0,2005,2488
0,8,10.0,10,16,4,6,1,16,1.0,15,0.978224654678134,0.9790669794109984,0.9842210059942664,9106,5755694407684602296,1756,60,186656,0,2002,799
0,8,10.0,11,18,4,6,1,14,0.9976490924805532,13,0.9755128908392758,0.9728163862472567,0.9731456257427552,8054,5755694407684602296,1755,101,22453,1,2005,1541
0,7,12.0,12,20,5,4,1,11,1.0,10,0.9689500362056479,0.9668645908761766,0.983548153511948,9611,509660095530134768,477,99,190084,1,2002,2382
0,8,9.0,10,16,4,3,7,14,0.9920425858851936,12,0.9858650306748468,0.9868466257668712,0.9837055214723928,8430,8277336076276184272,1554,38,196329,1,2005,4
0,5,15.0,15,21,3,2,1,17,1.0,15,0.9779144127496108,0.9768500039198558,0.986931424923563,3295,7258015885215914736,1533,1,181123,0,2005,829
0,8,13.0,14,19,6,4,1,17,1.0,16,0.9736889223955144,0.971246289403006,0.983357677990859,2346,8277336076276184272,416,101,114471,0,2005,3266
0,6,12.0,13,18,2,4,1,15,0.9941540191118606,14,0.9696396957985288,0.9709060681629258,0.9665464217438284,5074,5799347067982556520,458,101,7164,0,2005,1217
0,8,10.0,11,17,3,2,1,15,0.9909923158939666,14,0.9703286384976526,0.9714333612740992,0.9654133825255744,832,509660095530134768,538,101,53323,0,2004,1059
0,6,13.0,14,18,3,4,12,19,1.0,17,0.9738280913399396,0.973968117190866,0.9785092632485995,1235,509660095530134768,2006,1,131640,0,2005,919
0,8,11.0,14,16,2,2,3,13,0.996719967199672,11,0.9813572343149808,0.9808710503842869,0.979445155783184,6394,8277336076276184272,1755,14,25138,0,2005,3230
0,7,14.0,13,18,3,6,1,14,1.0,13,0.9718415600243752,0.9700475319926872,0.9753126142595978,8279,5755694407684602296,815,14,125761,0,2005,3716
0,7,11.0,11,17,3,3,1,17,0.9917310155307694,16,0.9627377110694184,0.9612277673545966,0.9580309170043524,7380,5755694407684602296,1755,101,148864,0,2005,9
0,7,14.0,15,19,5,2,2,21,0.9970450471600651,19,0.9798958795927212,0.9795589848411071,0.9757673293813,9460,8277336076276184272,1594,50,191801,0,2005,2802
0,6,15.0,14,18,3,0,1,18,1.0,16,0.9676589489158398,0.9661623002747591,0.9777280761624754,6852,7258015885215914736,113,48,195966,1,2005,3050
0,8,12.0,13,18,4,8,2,14,0.9960545029132448,13,0.967340120073088,0.9629130775254502,0.9637274862960064,4030,5755694407684602296,139,99,172931,1,2005,2249
0,7,10.0,11,18,4,0,7,13,1.0,12,0.9609556313993176,0.9578612059158134,0.9845278725824802,2815,8277336076276184272,205,60,165361,0,2005,2900
0,7,11.0,10,17,4,6,1,15,1.0,14,0.9749019607843136,0.976627450980392,0.9850980392156864,4587,509660095530134768,1503,99,98829,0,2005,1705
0,5,6.0,7,14,2,6,1,11,0.9896869244935544,10,0.9689781659388644,0.9602797202797202,0.9660732984293194,3636,8277336076276184272,546,101,37188,0,2005,563
0,8,12.0,13,20,4,4,2,15,1.0,13,0.9795042468365401,0.9766475992373028,0.9889616918010052,1748,8277336076276184272,1479,101,190635,0,2002,3081
0,7,12.0,13,19,4,0,3,13,0.9962284010174546,12,0.9771656686626746,0.9747305389221556,0.975129740518962,9877,5755694407684602296,565,101,37888,0,2004,3314
0,7,10.0,12,17,3,6,3,18,0.9858449371157008,16,0.9735733889559776,0.9728356570424854,0.9688518111964874,8653,5755694407684602296,1755,101,61794,0,2002,2815
0,7,5.0,6,13,5,0,1,6,1.0,5,0.9973333333333334,0.9973333333333334,0.9973333333333334,4690,2011981573061447208,1755,23,129161,0,2005,250
0,7,11.0,12,17,4,3,1,16,1.0,14,0.9711350320207112,0.9681591497479219,0.9854803106690286,6764,5755694407684602296,1273,50,193588,0,2002,1478
0,7,10.0,12,17,4,3,3,18,0.9858449371157008,16,0.9735733889559776,0.9728356570424854,0.9688518111964874,8653,5755694407684602296,1755,101,124456,0,2005,2815
0,7,11.0,13,17,2,2,2,21,0.9952527715040028,19,0.9790446601941748,0.9791681735985532,0.9746516199490354,9189,8277336076276184272,1492,101,113647,0,2005,1791
0,5,10.0,10,17,3,4,5,16,1.0,14,0.9720268972142171,0.9731027857829012,0.977314121037464,9663,5799347067982556520,989,14,167268,0,2002,666
0,7,8.0,9,14,3,7,1,16,1.0,14,0.9684758364312268,0.9712515489467162,0.9743246592317224,5288,5799347067982556520,1707,1,54573,0,2002,2472
0,6,12.0,13,17,3,3,11,17,1.0,16,0.9782418327744076,0.9770179735483628,0.9832548325106448,2827,509660095530134768,1144,38,79375,0,2002,1750
0,8,15.0,15,20,3,2,1,18,1.0,16,0.9603383278954258,0.96263845882084,0.9784326357571852,5927,509660095530134768,92,99,189268,0,2005,788
0,5,16.0,15,20,5,5,8,17,1.0,15,0.9738918395871412,0.975503709278572,0.9809087194925276,3783,7258015885215914736,1218,1,3572,0,2005,3803
0,6,12.0,15,18,4,2,1,15,0.9982766200650663,14,0.9812691684328636,0.98182996758913,0.9747326436495076,3066,8710739180200009128,1370,38,43561,0,2002,2428
0,6,8.0,10,17,3,6,12,17,0.9961553332498324,15,0.9676398779247202,0.9662215439399722,0.9632294977749524,8899,5799347067982556520,1267,101,126994,0,2002,3464
0,6,13.0,12,18,6,3,1,9,0.9859693877551021,8,0.951366538952746,0.9500383141762452,0.9503448275862068,9406,8277336076276184272,1755,78,119479,0,2002,2171
0,7,12.0,13,17,4,3,1,19,0.9853037587412588,17,0.9622224197706464,0.961970593987235,0.9572944627144256,1297,509660095530134768,1755,1,189796,1,2004,552
0,5,15.0,15,20,3,7,1,17,0.9764413599416704,15,0.964262108262108,0.9649479953267032,0.9577164995442116,8268,5799347067982556520,1755,78,81112,0,2005,1071
0,8,9.0,9,13,6,2,2,12,0.9754725824089986,11,0.9875486381322958,0.9887719298245614,0.9853696498054476,4092,8277336076276184272,834,99,32678,1,2005,14
0,7,11.0,12,14,3,3,1,19,0.9853114990916586,17,0.962062826664764,0.9618643977096376,0.9571927446539086,7958,8277336076276184272,1755,1,33610,1,2005,552
0,7,7.0,9,18,7,5,3,6,1.0,4,0.9972881355932204,0.9783050847457628,1.0,8882,8277336076276184272,2042,60,8201,0,2005,2962
0,7,13.0,12,19,4,3,1,20,1.0,18,0.979907383706048,0.98188630070044,0.9870802596979499,529,5755694407684602296,1120,78,174991,0,2005,3694
0,6,8.0,10,17,2,6,1,17,0.9961418315339508,15,0.9669767441860466,0.965796993876415,0.9625403500092758,8899,5799347067982556520,1267,101,153226,0,2005,3464
0,5,15.0,15,20,3,6,1,17,0.9763892162074768,15,0.964201041483822,0.9649100219458668,0.9576856022933364,8268,5799347067982556520,1755,78,16489,0,2002,1071
0,7,14.0,16,19,4,5,1,16,1.0,14,0.9698679709727948,0.9683130334707969,0.9851615996931044,2667,5755694407684602296,1323,101,110110,2,2005,1511
0,8,13.0,13,16,4,4,19,20,1.0,18,0.9666486506496872,0.9714493021878354,0.9789316255136415,7962,5755694407684602296,368,38,65051,0,2002,1483
0,4,14.0,14,19,2,2,4,21,0.9711665276087588,19,0.9503882609000912,0.9483650850759496,0.9399791174948012,591,5799347067982556520,1283,91,160438,0,2004,3512
0,7,13.0,13,16,2,6,1,18,1.0,16,0.9737560522650396,0.9754646149764544,0.9792107183126616,7936,5755694407684602296,815,99,3998,0,2002,401
0,7,10.0,11,16,2,4,1,18,0.996406380413614,17,0.9799840161969204,0.9796206308610402,0.9773249154212952,4327,5755694407684602296,889,101,177641,0,2005,1716
0,7,12.0,13,19,2,4,19,15,1.0,13,0.96430625,0.9622937500000002,0.9852562500000002,7752,8277336076276184272,529,60,115782,0,2005,1043
0,7,11.0,12,18,5,0,1,13,1.0,11,0.9823307888040712,0.9825750636132315,0.9903918575063616,1554,8277336076276184272,1480,60,166691,0,2005,3113
0,6,11.0,11,17,4,4,1,16,1.0,14,0.9590221057230229,0.9561282656181741,0.978115858453473,1523,509660095530134768,1044,50,27903,0,2005,937
0,7,13.0,12,20,6,6,3,11,1.0,10,0.9654625550660794,0.9601370533529124,0.9833969652471856,9611,509660095530134768,477,99,63018,0,2005,2382
0,3,6.0,6,15,3,6,3,6,0.8701298701298701,4,0.968,0.968,0.9466666666666668,6245,509660095530134768,1188,66,170189,0,2005,3581
0,6,10.0,11,17,5,0,1,13,0.9868609651218346,12,0.9670921985815604,0.9644444444444444,0.9651184834123224,6107,5755694407684602296,565,116,144838,0,2005,3838
0,7,14.0,14,21,4,3,1,17,1.0,15,0.9700733592634534,0.9664812170744916,0.9836778100536656,6272,8277336076276184272,1322,60,14200,0,2005,2477
0,7,14.0,14,19,6,2,1,17,1.0,15,0.9626831148804936,0.9647730055784842,0.97999002222323,4293,5755694407684602296,1817,99,164439,0,2005,3919
0,7,16.0,17,20,3,4,1,21,1.0,19,0.9757909823890258,0.9754123907457692,0.9857476272626352,5293,5755694407684602296,1609,99,29768,0,2005,3747
0,5,15.0,15,21,4,4,1,17,1.0,15,0.9779892639432262,0.9769502320080066,0.9869929942680375,3295,7258015885215914736,1533,1,113035,1,2005,829
0,2,8.0,8,12,3,6,1,21,0.998994094262567,19,0.9758850951241024,0.9729166404133324,0.9717494908777896,1678,2642175453151805566,271,26,188996,0,2005,1657
0,7,9.0,9,18,4,3,1,16,1.0,14,0.9706835647836054,0.9675340434137792,0.985395712552245,5050,8277336076276184272,1273,50,67613,0,2005,1478
0,8,13.0,13,19,2,7,1,19,1.0,17,0.9734843235020704,0.9741705400152116,0.9817865291980056,4259,8277336076276184272,1836,78,86473,1,2002,1895
0,7,10.0,15,6,3,3,1,18,1.0,16,0.9725035153145444,0.9711895009272278,0.9864001141203562,7775,5799347067982556520,731,78,196355,0,2005,3854
0,6,11.0,12,17,4,2,1,13,0.9895702344847992,12,0.9725483365267376,0.9701917044266296,0.967487375935922,2244,5799347067982556520,1755,101,53101,0,2005,3220
0,7,12.0,12,18,3,5,1,18,1.0,16,0.9716585618210036,0.969506466632178,0.9858458354888772,4028,5755694407684602296,1049,99,102886,0,2005,535
0,7,14.0,14,21,5,2,5,17,1.0,15,0.9694052490994194,0.9656372681157646,0.983285220672924,6272,8277336076276184272,1322,60,68817,0,2005,2477
0,7,6.0,7,13,3,7,6,17,0.9908867674287289,15,0.9790453008789723,0.9777564405977416,0.9770022310864714,3678,8277336076276184272,160,101,106496,0,2005,220
0,7,14.0,16,19,3,2,1,20,1.0,18,0.9652320036148476,0.9661669790986084,0.9776407012316128,5435,8277336076276184272,427,101,20690,0,2005,238
0,7,12.0,12,18,5,0,5,15,1.0,13,0.9642482232897924,0.9619613292571564,0.985039901536507,3389,8277336076276184272,529,60,28305,1,2005,1043
0,8,15.0,16,20,6,3,1,17,1.0,16,0.963996077469968,0.962091198823241,0.9833243442020104,8407,5755694407684602296,1465,99,49968,0,2005,1805
0,6,13.0,13,17,4,1,1,15,1.0,14,0.9794140832084824,0.9782044485421229,0.9840756021666476,2155,7258015885215914736,558,38,117658,0,2005,498
0,7,11.0,12,16,2,4,5,13,0.9805495523309664,11,0.9669113972708052,0.9664501249279264,0.9609298751200768,3908,5799347067982556520,705,101,92698,0,2002,1363
0,8,12.0,13,17,3,7,5,17,1.0,15,0.9677699332858348,0.9663605155774336,0.9748118401450871,9924,5799347067982556520,1408,101,109805,0,2005,1760
0,6,16.0,17,19,3,3,1,16,0.9904050668809378,14,0.9739677485923176,0.9725518867924527,0.9679396244214499,8674,7258015885215914736,501,78,134684,0,2005,3099
0,7,11.0,11,17,2,6,7,12,1.0,11,0.9822782152230972,0.9828101487314088,0.9855613850996852,4047,7258015885215914736,551,86,188872,0,2005,368
0,4,14.0,13,18,2,4,1,17,0.9481458665345316,15,0.9529191656293614,0.950251593678096,0.9442240030168756,9574,5799347067982556520,1755,44,49566,0,2005,1464
0,7,10.0,10,19,6,2,1,14,1.0,13,0.9791608391608392,0.9787412587412588,0.9861538461538462,9740,8277336076276184272,391,101,186526,0,2005,187
0,8,11.0,12,20,4,6,1,15,1.0,13,0.9840229335881508,0.9844051600573341,0.9896798853320592,2261,509660095530134768,1479,101,126048,0,2005,3805
0,6,8.0,9,16,3,4,5,17,0.9961319631521482,15,0.9670588235294116,0.9659096758379804,0.9625461005942536,2118,8277336076276184272,1267,101,52903,0,2005,3464
0,7,14.0,15,19,3,8,2,21,0.9970430762326564,19,0.9798289074456944,0.979553717676754,0.9756999328768964,2830,8277336076276184272,1594,50,99704,0,2002,2802
0,7,14.0,14,19,4,7,1,16,1.0,14,0.9690770863566462,0.9691082761160086,0.977532976672659,5456,7258015885215914736,413,115,135359,0,2002,1527
0,7,11.0,12,19,3,6,5,21,0.9970467560893376,19,0.9798054233524318,0.9795683577326924,0.9756666648701379,9655,5755694407684602296,1594,50,38423,0,2005,2802
0,7,11.0,11,14,3,4,2,13,0.968677376982924,11,0.9599551066217732,0.9583389450056116,0.9558744394618834,6790,5755694407684602296,1755,101,180589,1,2002,2581
0,8,6.0,11,17,2,8,2,9,0.9963167587476981,8,0.9920441988950276,0.9916022099447516,0.9920441988950276,5055,2011981573061447208,1972,106,111331,0,2005,3743
0,6,12.0,13,19,2,7,1,20,1.0,18,0.9771655708722832,0.9763299169199128,0.982574211663566,7249,509660095530134768,1144,38,94999,0,2002,3841
0,7,8.0,11,17,3,3,1,21,0.9970430762326564,19,0.9798289074456944,0.979553717676754,0.9756999328768964,9034,8277336076276184272,1594,50,14577,0,2002,2802
0,7,12.0,13,19,3,2,1,13,1.0,12,0.9770326241134752,0.9752170212765958,0.9894997635933808,657,8277336076276184272,1805,60,104510,0,2005,2860
0,8,12.0,14,18,5,5,1,16,1.0,14,0.9653220035778174,0.9643962432915922,0.9848121645796064,7027,509660095530134768,542,101,145523,0,2002,639
0,6,15.0,14,20,4,8,1,17,1.0,15,0.9785917847143872,0.9774117253771261,0.9836797459362334,615,7258015885215914736,1144,38,70153,0,2005,1750
0,7,12.0,12,18,3,7,12,21,0.9970402457701614,19,0.9796610835931912,0.9795885420933343,0.9754422140189164,8491,8277336076276184272,1594,50,115373,0,2002,2802
0,6,13.0,13,17,4,5,2,13,1.0,12,0.9732379642365888,0.9735314076111876,0.9812342961944064,5644,7258015885215914736,360,1,103105,0,2004,3806
